LUFS-I-InGame,LUFS-M-InGame,name,wwise_path,file_path,LUFS-I,LUFS-M-MAX,音频时长,OutPutBus_BusVolume,OutPutBus_Volume,父级名1,父级音量1,父级MakeUpGain1,父级名2,父级音量2,父级MakeUpGain2,父级名3,父级音量3,父级MakeUpGain3,父级名4,父级音量4,父级MakeUpGain4,父级名5,父级音量5,父级MakeUpGain5,父级名6,父级音量6,父级MakeUpGain6,父级名7,父级音量7,父级MakeUpGain7,父级名8,父级音量8,父级MakeUpGain8,父级名9,父级音量9,父级MakeUpGain9,父级名10,父级音量10,父级MakeUpGain10,父级名11,父级音量11,父级MakeUpGain11,父级名12,父级音量12,父级MakeUpGain12,父级名13,父级音量13,父级MakeUpGain13,父级名14,父级音量14,父级MakeUpGain14,MainMix+MasterAudio
-29.5 ,-20.1 ,Sfx_LS_CoolSovereign_Appear_Master,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Function\Cutscene_Function\Sfx_LS_CoolSovereign\Sfx_LS_CoolSovereign_Appear_Master\Sfx_LS_CoolSovereign_Appear_Master,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Cutscene\OBT\Sfx_LS_CoolSovereign_Appear_Master.wav,-29.5 ,-20.1 ,"{'max': 19.333145141601562, 'min': 19.333145141601562, 'type': 'oneShot'}",0,0,Sfx_LS_CoolSovereign_Appear_Master,-3,0,Sfx_LS_CoolSovereign,,,Cutscene_Function,0,0,Cutscene_Function,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-24.7 ,-17.2 ,Sfx_LS_CoolSovereign_Battle_Master,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Function\Cutscene_Function\Sfx_LS_CoolSovereign\Sfx_LS_CoolSovereign_Battle_Master\Sfx_LS_CoolSovereign_Battle_Master,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Cutscene\OBT\Sfx_LS_CoolSovereign_Battle_Master.wav,-27.7 ,-20.2 ,"{'max': 57.5, 'min': 57.5, 'type': 'oneShot'}",0,0,Sfx_LS_CoolSovereign_Battle_Master,0,0,Sfx_LS_CoolSovereign,,,Cutscene_Function,0,0,Cutscene_Function,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-33.0 ,-26.1 ,Sfx_LS_FreshSovereign_Success_Master,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Function\Cutscene_Function\Sfx_LS_FreshSovereign\Sfx_LS_FreshSovereign_Success_Master\Sfx_LS_FreshSovereign_Success_Master,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Cutscene\OBT\Sfx_LS_FreshSovereign_Success_Master.wav,-30.0 ,-23.1 ,"{'max': 12.906270980834961, 'min': 12.906270980834961, 'type': 'oneShot'}",0,0,Sfx_LS_FreshSovereign_Success_Master,-6,0,Sfx_LS_FreshSovereign,,,Cutscene_Function,0,0,Cutscene_Function,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-48.1 ,-39.0 ,Sfx_LS_FreshSovereign_Battle_Master,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Function\Cutscene_Function\Sfx_LS_FreshSovereign\Sfx_LS_FreshSovereign_Battle_Master\Sfx_LS_FreshSovereign_Battle_Master,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Cutscene\OBT\Sfx_LS_FreshSovereign_Battle_Master.wav,-48.1 ,-39.0 ,"{'max': 56.83496856689453, 'min': 56.83496856689453, 'type': 'oneShot'}",0,0,Sfx_LS_FreshSovereign_Battle_Master,-3,0,Sfx_LS_FreshSovereign,,,Cutscene_Function,0,0,Cutscene_Function,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-29.3 ,-25.7 ,Sfx_LS_FreshSovereign_Fail_Master,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Function\Cutscene_Function\Sfx_LS_FreshSovereign\Sfx_LS_FreshSovereign_Fail_Master\Sfx_LS_FreshSovereign_Fail_Master,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Cutscene\OBT\Sfx_LS_FreshSovereign_Fail_Master.wav,-26.3 ,-22.7 ,"{'max': 9.259520530700684, 'min': 9.259520530700684, 'type': 'oneShot'}",0,0,Sfx_LS_FreshSovereign_Fail_Master,-6,0,Sfx_LS_FreshSovereign,,,Cutscene_Function,0,0,Cutscene_Function,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-28.9 ,-18.9 ,Sfx_LS_FreshSovereign_Perfect_Master,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Function\Cutscene_Function\Sfx_LS_FreshSovereign\Sfx_LS_FreshSovereign_Perfect_Master\Sfx_LS_FreshSovereign_Perfect_Master,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Cutscene\OBT\Sfx_LS_FreshSovereign_Perfect_Master .wav,-24.4 ,-14.4 ,"{'max': 26.021583557128906, 'min': 26.021583557128906, 'type': 'oneShot'}",0,0,Sfx_LS_FreshSovereign_Perfect_Master,-7.5,0,Sfx_LS_FreshSovereign,,,Cutscene_Function,0,0,Cutscene_Function,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-24.1 ,-13.3 ,Sfx_LS_BattlePass_Performance_Master,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Function\Cutscene_Function\Sfx_LS_BattlePass_Performance_Master\Sfx_LS_BattlePass_Performance_Master,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Cutscene\OBT\Sfx_LS_BattlePass_Performance_Master.wav,-27.1 ,-16.3 ,"{'max': 55.86666488647461, 'min': 55.86666488647461, 'type': 'oneShot'}",0,0,Sfx_LS_BattlePass_Performance_Master,0,0,Cutscene_Function,0,0,Cutscene_Function,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,3
-30.0 ,-23.2 ,LS_AssistedPath_Calinda_First_Performance,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Function\Cutscene_Function\LS_AssistedPath_Calinda_First_Performance\LS_AssistedPath_Calinda_First_Performance,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\NPC\FuZhuDaoLu\LS_AssistedPath_Calinda_First_Performance.wav,-33.0 ,-26.2 ,"{'max': 8.777853965759277, 'min': 8.777853965759277, 'type': 'oneShot'}",0,0,LS_AssistedPath_Calinda_First_Performance,0,0,Cutscene_Function,0,0,Cutscene_Function,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,3
-25.6 ,-20.5 ,in_sfx_gacha_ver_2,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Function\LS_Resonance_Performance\LS_Resonance_Performance_Y\in_sfx_gacha_ver_2\in_sfx_gacha_ver_2,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\LS_Resonance_Performance\in_sfx_gacha_ver_2.wav,-18.1 ,-13.0 ,"{'max': 13.0, 'min': 13.0, 'type': 'oneShot'}",0,0,in_sfx_gacha_ver_2,0,0,LS_Resonance_Performance_Y,-1.5,0,LS_Resonance_Performance,-9,0,Cutscene_Function,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-29.7 ,-22.8 ,Sfx_LS_Resonance_Performance_Y,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Function\LS_Resonance_Performance\LS_Resonance_Performance_Y\Sfx_LS_Resonance_Performance_Y\Sfx_LS_Resonance_Performance_Y,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\LS_Resonance_Performance\Sfx_LS_Resonance_Performance_Y.wav,-22.2 ,-15.3 ,"{'max': 10.174149513244629, 'min': 10.174149513244629, 'type': 'oneShot'}",0,0,Sfx_LS_Resonance_Performance_Y,0,0,LS_Resonance_Performance_Y,-1.5,0,LS_Resonance_Performance,-9,0,Cutscene_Function,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-27.1 ,-22.0 ,in_sfx_gacha_ver_2,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Function\LS_Resonance_Performance\LS_Resonance_Performance_N\in_sfx_gacha_ver_2\in_sfx_gacha_ver_2,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\LS_Resonance_Performance\in_sfx_gacha_ver_2.wav,-18.1 ,-13.0 ,"{'max': 13.0, 'min': 13.0, 'type': 'oneShot'}",0,0,in_sfx_gacha_ver_2,0,0,LS_Resonance_Performance_N,-3,0,LS_Resonance_Performance,-9,0,Cutscene_Function,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-32.0 ,-24.9 ,Sfx_LS_Resonance_Performance_N,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Function\LS_Resonance_Performance\LS_Resonance_Performance_N\Sfx_LS_Resonance_Performance_N\Sfx_LS_Resonance_Performance_N,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\LS_Resonance_Performance\Sfx_LS_Resonance_Performance_N.wav,-23.0 ,-15.9 ,"{'max': 10.093764305114746, 'min': 10.093764305114746, 'type': 'oneShot'}",0,0,Sfx_LS_Resonance_Performance_N,0,0,LS_Resonance_Performance_N,-3,0,LS_Resonance_Performance,-9,0,Cutscene_Function,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-34.1 ,-29.6 ,SFX_CS10_SC001,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Level\Cutscene_17\Cutscene_17\SFX_CS10_SC001\SFX_CS10_SC001,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\level\17\SFX_CS10_SC001.wav,-27.1 ,-22.6 ,"{'max': 77.2170639038086, 'min': 77.2170639038086, 'type': 'oneShot'}",0,0,SFX_CS10_SC001,0,0,Cutscene_17,-10,0,Cutscene_17,,,Cutscene_Level,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-44.8 ,-39.9 ,SFX_CS10_SC002,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Level\Cutscene_17\Cutscene_17\SFX_CS10_SC002\SFX_CS10_SC002,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\level\17\SFX_CS10_SC002.wav,-37.8 ,-32.9 ,"{'max': 24.011207580566406, 'min': 24.011207580566406, 'type': 'oneShot'}",0,0,SFX_CS10_SC002,0,0,Cutscene_17,-10,0,Cutscene_17,,,Cutscene_Level,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-33.1 ,-25.7 ,SFX_CS20_SC010,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Level\Cutscene_17\Cutscene_17\SFX_CS20_SC010\SFX_CS20_SC010,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\level\17\SFX_CS20_SC010.wav,-26.1 ,-18.7 ,"{'max': 36.57176971435547, 'min': 36.57176971435547, 'type': 'oneShot'}",0,0,SFX_CS20_SC010,0,0,Cutscene_17,-10,0,Cutscene_17,,,Cutscene_Level,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-30.7 ,-25.8 ,SFX_CS20_SC011,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Level\Cutscene_17\Cutscene_17\SFX_CS20_SC011\SFX_CS20_SC011,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\level\17\SFX_CS20_SC011.wav,-20.7 ,-15.8 ,"{'max': 14.700645446777344, 'min': 14.700645446777344, 'type': 'oneShot'}",0,0,SFX_CS20_SC011,-3,0,Cutscene_17,-10,0,Cutscene_17,,,Cutscene_Level,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-27.8 ,-22.8 ,SFX_CS20_SC012,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Level\Cutscene_17\Cutscene_17\SFX_CS20_SC012\SFX_CS20_SC012,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\level\17\SFX_CS20_SC012.wav,-20.8 ,-15.8 ,"{'max': 13.366125106811523, 'min': 13.366125106811523, 'type': 'oneShot'}",0,0,SFX_CS20_SC012,0,0,Cutscene_17,-10,0,Cutscene_17,,,Cutscene_Level,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-34.9 ,-31.4 ,SFX_CS20_SC023_pvz,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Level\Cutscene_17\Cutscene_17\SFX_CS20_SC023\SFX_CS20_SC023_pvz,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\level\17\SFX_CS20_SC023_pvz.wav,-18.9 ,-15.4 ,"{'max': 7.265791893005371, 'min': 7.265791893005371, 'type': 'oneShot'}",0,0,SFX_CS20_SC023,-9,0,Cutscene_17,-10,0,Cutscene_17,,,Cutscene_Level,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-35.1 ,-18.6 ,SFX_CS20_SC024_pvz,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Level\Cutscene_17\Cutscene_17\SFX_CS20_SC024\SFX_CS20_SC024_pvz,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\level\17\SFX_CS20_SC024_pvz.wav,-28.1 ,-11.6 ,"{'max': 61.026729583740234, 'min': 61.026729583740234, 'type': 'oneShot'}",0,0,SFX_CS20_SC024,0,0,Cutscene_17,-10,0,Cutscene_17,,,Cutscene_Level,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-43.2 ,-41.7 ,SFX_CS20_SC026_pvz,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Level\Cutscene_17\Cutscene_17\SFX_CS20_SC026\SFX_CS20_SC026_pvz,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\level\17\SFX_CS20_SC026_pvz.wav,-36.2 ,-34.7 ,"{'max': 18.066625595092773, 'min': 18.066625595092773, 'type': 'oneShot'}",0,0,SFX_CS20_SC026,0,0,Cutscene_17,-10,0,Cutscene_17,,,Cutscene_Level,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-35.2 ,-28.9 ,SFX_CS20_SC027_pvz,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Level\Cutscene_17\Cutscene_17\SFX_CS20_SC027\SFX_CS20_SC027_pvz,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\level\17\SFX_CS20_SC027_pvz.wav,-28.2 ,-21.9 ,"{'max': 17.022083282470703, 'min': 17.022083282470703, 'type': 'oneShot'}",0,0,SFX_CS20_SC027,0,0,Cutscene_17,-10,0,Cutscene_17,,,Cutscene_Level,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-38.8 ,-34.6 ,SFX_CS20_SC028_pvz,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Level\Cutscene_17\Cutscene_17\SFX_CS20_SC028\SFX_CS20_SC028_pvz,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\level\17\SFX_CS20_SC028_pvz.wav,-31.8 ,-27.6 ,"{'max': 10.185791969299316, 'min': 10.185791969299316, 'type': 'oneShot'}",0,0,SFX_CS20_SC028,0,0,Cutscene_17,-10,0,Cutscene_17,,,Cutscene_Level,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-39.7 ,-34.0 ,SFX_CS20_SC029_pvz,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Level\Cutscene_17\Cutscene_17\SFX_CS20_SC029\SFX_CS20_SC029_pvz,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\level\17\SFX_CS20_SC029_pvz.wav,-32.7 ,-27.0 ,"{'max': 9.204479217529297, 'min': 9.204479217529297, 'type': 'oneShot'}",0,0,SFX_CS20_SC029,0,0,Cutscene_17,-10,0,Cutscene_17,,,Cutscene_Level,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-37.5 ,-26.4 ,SFX_CS20_SC030_pvz,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Level\Cutscene_17\Cutscene_17\SFX_CS20_SC030\SFX_CS20_SC030_pvz,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\level\17\SFX_CS20_SC030_pvz.wav,-30.5 ,-19.4 ,"{'max': 61.78081130981445, 'min': 61.78081130981445, 'type': 'oneShot'}",0,0,SFX_CS20_SC030,0,0,Cutscene_17,-10,0,Cutscene_17,,,Cutscene_Level,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-51.3 ,-46.8 ,SFX_CS20_SC031_pvz,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Level\Cutscene_17\Cutscene_17\SFX_CS20_SC031\SFX_CS20_SC031_pvz,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\level\17\SFX_CS20_SC031_pvz.wav,-44.3 ,-39.8 ,"{'max': 30.307519912719727, 'min': 30.307519912719727, 'type': 'oneShot'}",0,0,SFX_CS20_SC031,0,0,Cutscene_17,-10,0,Cutscene_17,,,Cutscene_Level,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-25.9 ,-20.7 ,SFX_LS_CS20_SC018_Master,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Level\Cutscene_17\Cutscene_17\SFX_LS_CS20_SC018\SFX_LS_CS20_SC018_Master,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\level\17\SFX_LS_CS20_SC018_Master.wav,-16.9 ,-11.7 ,"{'max': 7.52133321762085, 'min': 7.52133321762085, 'type': 'oneShot'}",0,0,SFX_LS_CS20_SC018,-2,0,Cutscene_17,-10,0,Cutscene_17,,,Cutscene_Level,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-24.5 ,-17.2 ,SFX_LS_CS20_SC019_Master,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Level\Cutscene_17\Cutscene_17\SFX_LS_CS20_SC019\SFX_LS_CS20_SC019_Master,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\level\17\SFX_LS_CS20_SC019_Master.wav,-17.5 ,-10.2 ,"{'max': 10.754020690917969, 'min': 10.754020690917969, 'type': 'oneShot'}",0,0,SFX_LS_CS20_SC019,0,0,Cutscene_17,-10,0,Cutscene_17,,,Cutscene_Level,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-34.8 ,-31.3 ,SFX_LS_CS20_SC033_Master,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\Cutscene_Level\Cutscene_17\Cutscene_17\SFX_CS20_SC033\SFX_LS_CS20_SC033_Master,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\level\17\SFX_LS_CS20_SC033_Master.wav,-18.8 ,-15.3 ,"{'max': 4.324333190917969, 'min': 4.324333190917969, 'type': 'oneShot'}",0,0,SFX_CS20_SC033,-9,0,Cutscene_17,-10,0,Cutscene_17,,,Cutscene_Level,,,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
